"NAME";"ORIGINAL SIZE";"AFTER RESTRICTING TO DATASET";"STATUS"
"PI_BODY (GO:0071546)";10;NA;"Rejected!"
"PLASMA_MEMBRANE_PROTEIN_COMPLEX (GO:0098797)";731;NA;"Rejected!"
"PLASMA_MEMBRANE_RAFT (GO:0044853)";116;105;""
"PLASMA_MEMBRANE_REGION (GO:0098590)";1334;NA;"Rejected!"
"PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX (GO:0098802)";319;166;""
"PLATELET_ALPHA_GRANULE (GO:0031091)";91;80;""
"PLATELET_ALPHA_GRANULE_LUMEN (GO:0031093)";67;58;""
"PLATELET_ALPHA_GRANULE_MEMBRANE (GO:0031092)";17;15;""
"PLATELET_DENSE_GRANULE (GO:0042827)";21;17;""
"PLATELET_DENSE_GRANULE_LUMEN (GO:0031089)";14;NA;"Rejected!"
"PLATELET_DENSE_GRANULE_MEMBRANE (GO:0031088)";6;NA;"Rejected!"
"PLATELET_DENSE_TUBULAR_NETWORK (GO:0031094)";11;NA;"Rejected!"
"PLATELET_DENSE_TUBULAR_NETWORK_MEMBRANE (GO:0031095)";9;NA;"Rejected!"
"PML_BODY (GO:0016605)";110;107;""
"PODOSOME (GO:0002102)";42;42;""
"POLAR_MICROTUBULE (GO:0005827)";5;NA;"Rejected!"
"POLE_PLASM (GO:0045495)";28;18;""
"POLYMERIC_CYTOSKELETAL_FIBER (GO:0099513)";815;NA;"Rejected!"
"PORE_COMPLEX (GO:0046930)";26;23;""
"POSTSYNAPSE (GO:0098794)";776;NA;"Rejected!"
"POSTSYNAPTIC_ACTIN_CYTOSKELETON (GO:0098871)";10;NA;"Rejected!"
"POSTSYNAPTIC_CYTOSKELETON (GO:0099571)";15;15;""
"POSTSYNAPTIC_CYTOSOL (GO:0099524)";29;29;""
"POSTSYNAPTIC_DENSITY_INTRACELLULAR_COMPONENT (GO:0099092)";18;18;""
"POSTSYNAPTIC_DENSITY_MEMBRANE (GO:0098839)";121;112;""
"POSTSYNAPTIC_EARLY_ENDOSOME (GO:0098842)";5;NA;"Rejected!"
"POSTSYNAPTIC_ENDOCYTIC_ZONE (GO:0098843)";9;NA;"Rejected!"
"POSTSYNAPTIC_ENDOSOME (GO:0098845)";21;20;""
"POSTSYNAPTIC_ENDOSOME_MEMBRANE (GO:0098895)";9;NA;"Rejected!"
"POSTSYNAPTIC_MEMBRANE (GO:0045211)";318;272;""
"POSTSYNAPTIC_RECYCLING_ENDOSOME (GO:0098837)";11;NA;"Rejected!"
"POSTSYNAPTIC_RECYCLING_ENDOSOME_MEMBRANE (GO:0098944)";6;NA;"Rejected!"
"POSTSYNAPTIC_SPECIALIZATION (GO:0099572)";386;356;""
"POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT (GO:0099091)";23;23;""
"POSTSYNAPTIC_SPECIALIZATION_MEMBRANE (GO:0099634)";150;132;""
"POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX (GO:0071014)";11;NA;"Rejected!"
"POTASSIUM_CHANNEL_COMPLEX (GO:0034705)";101;82;""
"PRC1_COMPLEX (GO:0035102)";18;16;""
"PRECATALYTIC_SPLICEOSOME (GO:0071011)";52;51;""
"PREFOLDIN_COMPLEX (GO:0016272)";7;NA;"Rejected!"
"PRERIBOSOME (GO:0030684)";105;103;""
"PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR (GO:0030687)";17;15;""
"PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR (GO:0030688)";14;NA;"Rejected!"
"PRESPLICEOSOME (GO:0071010)";18;15;""
"PRESYNAPSE (GO:0098793)";642;NA;"Rejected!"
"PRESYNAPTIC_ACTIVE_ZONE (GO:0048786)";81;74;""
"PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT (GO:0098831)";14;NA;"Rejected!"
"PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE (GO:0048787)";32;29;""
"PRESYNAPTIC_CYTOSOL (GO:0099523)";28;28;""
"PRESYNAPTIC_ENDOCYTIC_ZONE (GO:0098833)";8;NA;"Rejected!"
"PRESYNAPTIC_ENDOSOME (GO:0098830)";10;NA;"Rejected!"
"PRESYNAPTIC_MEMBRANE (GO:0042734)";177;156;""
"PRE_SNORNP_COMPLEX (GO:0070761)";7;NA;"Rejected!"
"PROCENTRIOLE_REPLICATION_COMPLEX (GO:0120099)";6;NA;"Rejected!"
"PRONUCLEUS (GO:0045120)";17;16;""
"PROTEASE_INHIBITOR_COMPLEX (GO:0097179)";8;NA;"Rejected!"
"PROTEASOME_ACCESSORY_COMPLEX (GO:0022624)";25;25;""
"PROTEASOME_COMPLEX (GO:0000502)";65;64;""
"PROTEASOME_CORE_COMPLEX (GO:0005839)";20;19;""
"PROTEASOME_CORE_COMPLEX_ALPHA_SUBUNIT_COMPLEX (GO:0019773)";8;NA;"Rejected!"
"PROTEASOME_CORE_COMPLEX_BETA_SUBUNIT_COMPLEX (GO:0019774)";11;NA;"Rejected!"
"PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX (GO:0008540)";12;NA;"Rejected!"
"PROTEASOME_REGULATORY_PARTICLE_LID_SUBCOMPLEX (GO:0008541)";8;NA;"Rejected!"
"PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION (GO:0098636)";57;50;""
"PROTEIN_COMPLEX_INVOLVED_IN_CELL_CELL_ADHESION (GO:0098635)";6;NA;"Rejected!"
"PROTEIN_COMPLEX_INVOLVED_IN_CELL_MATRIX_ADHESION (GO:0098637)";17;16;""
"PROTEIN_DNA_COMPLEX (GO:0032993)";241;200;""
"PROTEIN_FOLDING_CHAPERONE_COMPLEX (GO:0101031)";42;40;""
"PROTEIN_KINASE_COMPLEX (GO:1902911)";159;147;""
"PROTEIN_LIPID_COMPLEX (GO:0032994)";40;29;""
"PROTEIN_PHOSPHATASE_4_COMPLEX (GO:0030289)";6;NA;"Rejected!"
"PROTEIN_PHOSPHATASE_TYPE_1_COMPLEX (GO:0000164)";20;17;""
"PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX (GO:0000159)";18;17;""
"PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX (GO:0045259)";22;15;""
"PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX (GO:0016469)";51;40;""
"PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN (GO:0033178)";13;NA;"Rejected!"
"PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN (GO:0033177)";15;NA;"Rejected!"
"PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX (GO:0033176)";28;24;""
"PROTON_TRANSPORTING_V_TYPE_ATPASE_V0_DOMAIN (GO:0033179)";12;NA;"Rejected!"
"PROXIMAL_DENDRITE (GO:1990635)";8;NA;"Rejected!"
"PRP19_COMPLEX (GO:0000974)";14;NA;"Rejected!"
"PSEUDOPODIUM (GO:0031143)";17;17;""
"PTW_PP1_PHOSPHATASE_COMPLEX (GO:0072357)";7;NA;"Rejected!"
"PWP2P_CONTAINING_SUBCOMPLEX_OF_90S_PRERIBOSOME (GO:0034388)";5;NA;"Rejected!"
"PYRUVATE_DEHYDROGENASE_COMPLEX (GO:0045254)";8;NA;"Rejected!"
"P_BODY (GO:0000932)";100;97;""
"R2TP_COMPLEX (GO:0097255)";5;NA;"Rejected!"
"RADIAL_SPOKE (GO:0001534)";16;15;""
"RADIAL_SPOKE_HEAD (GO:0001535)";5;NA;"Rejected!"
"RAGULATOR_COMPLEX (GO:0071986)";6;NA;"Rejected!"
"RB_E2F_COMPLEX (GO:0035189)";5;NA;"Rejected!"
"RDNA_HETEROCHROMATIN (GO:0033553)";5;NA;"Rejected!"
"RECEPTOR_COMPLEX (GO:0043235)";538;351;""
"RECYCLING_ENDOSOME (GO:0055037)";212;196;""
"RECYCLING_ENDOSOME_MEMBRANE (GO:0055038)";109;103;""
"REPLICATION_FORK (GO:0005657)";74;69;""
"REPLISOME (GO:0030894)";24;21;""
"RESPIRATORY_CHAIN_COMPLEX (GO:0098803)";115;102;""
"RESPIRATORY_CHAIN_COMPLEX_III (GO:0045275)";13;NA;"Rejected!"
"RESPIRATORY_CHAIN_COMPLEX_IV (GO:0045277)";25;21;""
"RETROMER_COMPLEX (GO:0030904)";21;20;""
"RIBBON_SYNAPSE (GO:0097470)";14;NA;"Rejected!"
"RIBONUCLEASE_MRP_COMPLEX (GO:0000172)";9;NA;"Rejected!"
"RIBONUCLEASE_P_COMPLEX (GO:0030677)";14;NA;"Rejected!"
"RIBONUCLEOPROTEIN_COMPLEX (GO:1990904)";1132;NA;"Rejected!"
"RIBONUCLEOPROTEIN_GRANULE (GO:0035770)";281;258;""
"RIBOSOMAL_SUBUNIT (GO:0044391)";187;173;""
"RIBOSOME (GO:0005840)";237;218;""
"RIPOPTOSOME (GO:0097342)";6;NA;"Rejected!"
"RISC_LOADING_COMPLEX (GO:0070578)";8;NA;"Rejected!"
"RNAI_EFFECTOR_COMPLEX (GO:0031332)";413;42;""
"RNA_CAP_BINDING_COMPLEX (GO:0034518)";17;NA;"Rejected!"
"RNA_N6_METHYLADENOSINE_METHYLTRANSFERASE_COMPLEX (GO:0036396)";9;NA;"Rejected!"
"RNA_POLYMERASE_COMPLEX (GO:0030880)";118;101;""
"RNA_POLYMERASE_III_COMPLEX (GO:0005666)";18;18;""
"RNA_POLYMERASE_III_TRANSCRIPTION_REGULATOR_COMPLEX (GO:0090576)";9;NA;"Rejected!"
"RNA_POLYMERASE_II_CORE_COMPLEX (GO:0005665)";17;15;""
"RNA_POLYMERASE_II_HOLOENZYME (GO:0016591)";88;71;""
"RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX (GO:0090575)";255;232;""
"RNA_POLYMERASE_II_TRANSCRIPTION_REPRESSOR_COMPLEX (GO:0090571)";15;15;""
"RNA_POLYMERASE_I_COMPLEX (GO:0005736)";13;NA;"Rejected!"
"RNA_POLYMERASE_I_TRANSCRIPTION_REGULATOR_COMPLEX (GO:0000120)";6;NA;"Rejected!"
"RNA_POLYMERASE_TRANSCRIPTION_FACTOR_SL1_COMPLEX (GO:0005668)";5;NA;"Rejected!"
"ROD_PHOTORECEPTOR_OUTER_SEGMENT (GO:0120200)";9;NA;"Rejected!"
"ROUGH_ENDOPLASMIC_RETICULUM (GO:0005791)";60;57;""
"ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE (GO:0030867)";27;27;""
"RPAP3_R2TP_PREFOLDIN_LIKE_COMPLEX (GO:1990062)";12;NA;"Rejected!"
"RSC_TYPE_COMPLEX (GO:0016586)";15;15;""
"RUFFLE (GO:0001726)";189;180;""
"RUFFLE_MEMBRANE (GO:0032587)";101;94;""
"SAGA_COMPLEX (GO:0000124)";27;24;""
"SAGA_TYPE_COMPLEX (GO:0070461)";40;37;""
"SARCOLEMMA (GO:0042383)";139;125;""
"SARCOPLASM (GO:0016528)";99;89;""
"SARCOPLASMIC_RETICULUM (GO:0016529)";78;69;""
"SARCOPLASMIC_RETICULUM_LUMEN (GO:0033018)";10;NA;"Rejected!"
"SARCOPLASMIC_RETICULUM_MEMBRANE (GO:0033017)";44;39;""
"SCAR_COMPLEX (GO:0031209)";11;NA;"Rejected!"
"SCF_UBIQUITIN_LIGASE_COMPLEX (GO:0019005)";65;63;""
"SCHAFFER_COLLATERAL_CA1_SYNAPSE (GO:0098685)";99;92;""
"SCHMIDT_LANTERMAN_INCISURE (GO:0043220)";12;NA;"Rejected!"
"SECONDARY_LYSOSOME (GO:0005767)";26;25;""
"SECRETORY_GRANULE (GO:0030141)";917;NA;"Rejected!"
"SECRETORY_GRANULE_MEMBRANE (GO:0030667)";324;278;""
"SECRETORY_VESICLE (GO:0099503)";1104;NA;"Rejected!"
"SEH1_ASSOCIATED_COMPLEX (GO:0035859)";14;NA;"Rejected!"
"SEMAPHORIN_RECEPTOR_COMPLEX (GO:0002116)";14;NA;"Rejected!"
"SEPTIN_CYTOSKELETON (GO:0032156)";15;NA;"Rejected!"
"SERINE_PALMITOYLTRANSFERASE_COMPLEX (GO:0017059)";8;NA;"Rejected!"
"SERINE_PROTEASE_INHIBITOR_COMPLEX (GO:0097180)";6;NA;"Rejected!"
"SERINE_TYPE_PEPTIDASE_COMPLEX (GO:1905286)";21;18;""
"SEROTONIN_RECEPTOR_COMPLEX (GO:0098665)";5;NA;"Rejected!"
"SET1C_COMPASS_COMPLEX (GO:0048188)";15;NA;"Rejected!"
"SEX_CHROMATIN (GO:0001739)";7;NA;"Rejected!"
"SEX_CHROMOSOME (GO:0000803)";37;37;""
"SHELTERIN_COMPLEX (GO:0070187)";7;NA;"Rejected!"
"SIDE_OF_MEMBRANE (GO:0098552)";746;NA;"Rejected!"
"SIGNAL_PEPTIDASE_COMPLEX (GO:0005787)";6;NA;"Rejected!"
"SIGNAL_RECOGNITION_PARTICLE (GO:0048500)";14;NA;"Rejected!"
"SIN3_TYPE_COMPLEX (GO:0070822)";22;22;""
"SITE_OF_DNA_DAMAGE (GO:0090734)";133;125;""
"SITE_OF_DOUBLE_STRAND_BREAK (GO:0035861)";99;93;""
"SITE_OF_POLARIZED_GROWTH (GO:0030427)";176;164;""
"SMAD_PROTEIN_COMPLEX (GO:0071141)";9;NA;"Rejected!"
"SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX (GO:0030532)";105;83;""
"SMALL_RIBOSOMAL_SUBUNIT (GO:0015935)";75;70;""
"SMALL_SUBUNIT_PROCESSOME (GO:0032040)";73;73;""
"SMC5_SMC6_COMPLEX (GO:0030915)";9;NA;"Rejected!"
"SMN_COMPLEX (GO:0032797)";11;NA;"Rejected!"
"SMN_SM_PROTEIN_COMPLEX (GO:0034719)";19;18;""
"SMOOTH_ENDOPLASMIC_RETICULUM (GO:0005790)";29;25;""
"SMOOTH_ENDOPLASMIC_RETICULUM_MEMBRANE (GO:0030868)";10;NA;"Rejected!"
"SM_LIKE_PROTEIN_FAMILY_COMPLEX (GO:0120114)";117;95;""
"SNARE_COMPLEX (GO:0031201)";49;43;""
"SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX (GO:0005732)";28;23;""
"SODIUM_CHANNEL_COMPLEX (GO:0034706)";24;21;""
"SODIUM_POTASSIUM_EXCHANGING_ATPASE_COMPLEX (GO:0005890)";12;NA;"Rejected!"
"SOMATODENDRITIC_COMPARTMENT (GO:0036477)";850;NA;"Rejected!"
"SORTING_ENDOSOME (GO:0097443)";6;NA;"Rejected!"
"SPECIALIZED_EXTRACELLULAR_MATRIX (GO:0140047)";22;19;""
"SPECIFIC_GRANULE (GO:0042581)";160;135;""
"SPECIFIC_GRANULE_LUMEN (GO:0035580)";62;51;""
"SPECIFIC_GRANULE_MEMBRANE (GO:0035579)";91;77;""
"SPECTRIN (GO:0008091)";9;NA;"Rejected!"
"SPECTRIN_ASSOCIATED_CYTOSKELETON (GO:0014731)";9;NA;"Rejected!"
"SPERMATOPROTEASOME_COMPLEX (GO:1990111)";5;NA;"Rejected!"
"SPERM_ANNULUS (GO:0097227)";10;NA;"Rejected!"
"SPERM_FIBROUS_SHEATH (GO:0035686)";9;NA;"Rejected!"
"SPERM_HEAD (GO:0061827)";24;15;""
"SPERM_HEAD_PLASMA_MEMBRANE (GO:1990913)";6;NA;"Rejected!"
"SPERM_HEAD_TAIL_COUPLING_APPARATUS (GO:0120212)";17;NA;"Rejected!"
"SPERM_MIDPIECE (GO:0097225)";59;49;""
"SPERM_MITOCHONDRIAL_SHEATH (GO:0097226)";6;NA;"Rejected!"
"SPERM_PLASMA_MEMBRANE (GO:0097524)";15;NA;"Rejected!"
"SPERM_PRINCIPAL_PIECE (GO:0097228)";36;29;""
"SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE (GO:0034366)";8;NA;"Rejected!"
"SPINDLE (GO:0005819)";449;426;""
"SPINDLE_MICROTUBULE (GO:0005876)";83;79;""
"SPINDLE_MIDZONE (GO:0051233)";38;37;""
"SPINDLE_POLE (GO:0000922)";182;176;""
"SPINDLE_POLE_CENTROSOME (GO:0031616)";15;15;""
"SPLICEOSOMAL_COMPLEX (GO:0005681)";206;188;""
"SPLICEOSOMAL_TRI_SNRNP_COMPLEX (GO:0097526)";48;41;""
"STEREOCILIA_ANKLE_LINK_COMPLEX (GO:0002142)";6;NA;"Rejected!"
"STEREOCILIA_COUPLING_LINK (GO:0002139)";8;NA;"Rejected!"
"STEREOCILIUM_BASE (GO:0120044)";7;NA;"Rejected!"
"STEREOCILIUM_BUNDLE (GO:0032421)";72;66;""
"STEREOCILIUM_MEMBRANE (GO:0060171)";7;NA;"Rejected!"
"STEREOCILIUM_TIP (GO:0032426)";21;19;""
"STRIATED_MUSCLE_THIN_FILAMENT (GO:0005865)";22;19;""
"SULFURTRANSFERASE_COMPLEX (GO:1990228)";7;NA;"Rejected!"
"SUMO_LIGASE_COMPLEX (GO:0106068)";13;NA;"Rejected!"
"SUPER_ELONGATION_COMPLEX (GO:0032783)";6;NA;"Rejected!"
"SUPRAMOLECULAR_COMPLEX (GO:0099080)";1453;NA;"Rejected!"
"SUPRAMOLECULAR_POLYMER (GO:0099081)";1076;NA;"Rejected!"
"SWI_SNF_COMPLEX (GO:0016514)";30;30;""
"SWI_SNF_SUPERFAMILY_TYPE_COMPLEX (GO:0070603)";95;93;""
"SWR1_COMPLEX (GO:0000812)";13;NA;"Rejected!"
"SYMMETRIC_SYNAPSE (GO:0032280)";10;NA;"Rejected!"
"SYNAPSE (GO:0045202)";1680;NA;"Rejected!"
"SYNAPSE_ASSOCIATED_EXTRACELLULAR_MATRIX (GO:0099535)";12;NA;"Rejected!"
"SYNAPTIC_CLEFT (GO:0043083)";25;20;""
"SYNAPTIC_MEMBRANE (GO:0097060)";448;390;""
"SYNAPTIC_VESICLE_MEMBRANE (GO:0030672)";143;130;""
"SYNAPTONEMAL_STRUCTURE (GO:0099086)";41;37;""
"TELOMERASE_HOLOENZYME_COMPLEX (GO:0005697)";22;21;""
"TERMINAL_BOUTON (GO:0043195)";45;38;""
"TERTIARY_GRANULE (GO:0070820)";164;137;""
"TERTIARY_GRANULE_LUMEN (GO:1904724)";55;49;""
"TERTIARY_GRANULE_MEMBRANE (GO:0070821)";73;58;""
"TETRASPANIN_ENRICHED_MICRODOMAIN (GO:0097197)";10;NA;"Rejected!"
"THO_COMPLEX (GO:0000347)";6;NA;"Rejected!"
"TIGHT_JUNCTION (GO:0070160)";136;122;""
"TIM22_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_INSERTION_COMPLEX (GO:0042721)";7;NA;"Rejected!"
"TIM23_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_TRANSLOCASE_COMPLEX (GO:0005744)";16;15;""
"TOM_COMPLEX (GO:0140596)";7;NA;"Rejected!"
"TORC1_COMPLEX (GO:0031931)";6;NA;"Rejected!"
"TORC2_COMPLEX (GO:0031932)";9;NA;"Rejected!"
"TOR_COMPLEX (GO:0038201)";12;NA;"Rejected!"
"TRAMP_COMPLEX (GO:0031499)";5;NA;"Rejected!"
"TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX (GO:0008023)";52;50;""
"TRANSCRIPTION_EXPORT_COMPLEX (GO:0000346)";12;NA;"Rejected!"
"TRANSCRIPTION_EXPORT_COMPLEX_2 (GO:0070390)";5;NA;"Rejected!"
"TRANSCRIPTION_FACTOR_AP_1_COMPLEX (GO:0035976)";6;NA;"Rejected!"
"TRANSCRIPTION_FACTOR_TFIIA_COMPLEX (GO:0005672)";5;NA;"Rejected!"
"TRANSCRIPTION_FACTOR_TFIID_COMPLEX (GO:0005669)";46;33;""
"TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX (GO:0005675)";13;NA;"Rejected!"
"TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX (GO:0000127)";6;NA;"Rejected!"
"TRANSCRIPTION_FACTOR_TFTC_COMPLEX (GO:0033276)";18;17;""
"TRANSCRIPTION_PREINITIATION_COMPLEX (GO:0097550)";13;NA;"Rejected!"
"TRANSCRIPTION_REGULATOR_COMPLEX (GO:0005667)";523;466;""
"TRANSCRIPTION_REPRESSOR_COMPLEX (GO:0017053)";81;80;""
"TRANSFERASE_COMPLEX (GO:1990234)";941;NA;"Rejected!"
"TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS (GO:0061695)";310;274;""
"TRANSLOCON_COMPLEX (GO:0071256)";6;NA;"Rejected!"
"TRANSPORTER_COMPLEX (GO:1990351)";533;449;""
"TRANSPORT_VESICLE (GO:0030133)";449;398;""
"TRANSPORT_VESICLE_MEMBRANE (GO:0030658)";256;226;""
"TRANS_NETWORK (GO:0005802)";270;252;""
"TRANS_NETWORK_MEMBRANE (GO:0032588)";111;100;""
"TRANS_NETWORK_TRANSPORT_VESICLE (GO:0030140)";39;37;""
"TRANS_NETWORK_TRANSPORT_VESICLE_MEMBRANE (GO:0012510)";21;19;""
"TRANS_SYNAPTIC_PROTEIN_COMPLEX (GO:0098820)";6;NA;"Rejected!"
"TRAPPIII_PROTEIN_COMPLEX (GO:1990072)";12;NA;"Rejected!"
"TRAPPII_PROTEIN_COMPLEX (GO:1990071)";12;NA;"Rejected!"
"TRAPP_COMPLEX (GO:0030008)";17;15;""
"TRICARBOXYLIC_ACID_CYCLE_HETEROMERIC_ENZYME_COMPLEX (GO:0045239)";15;15;""
"TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE (GO:0034385)";21;NA;"Rejected!"
"TRNA_METHYLTRANSFERASE_COMPLEX (GO:0043527)";11;NA;"Rejected!"
"TRNA_SPLICING_LIGASE_COMPLEX (GO:0072669)";8;NA;"Rejected!"
"TROPONIN_COMPLEX (GO:0005861)";9;NA;"Rejected!"
"TUBULAR_ENDOSOME (GO:0097422)";5;NA;"Rejected!"
"T_CELL_RECEPTOR_COMPLEX (GO:0042101)";143;NA;"Rejected!"
"T_TUBULE (GO:0030315)";51;44;""
"U12_TYPE_SPLICEOSOMAL_COMPLEX (GO:0005689)";27;26;""
"U1_SNRNP (GO:0005685)";32;20;""
"U2AF_COMPLEX (GO:0089701)";6;NA;"Rejected!"
"U2_SNRNP (GO:0005686)";28;25;""
"U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME (GO:0071007)";30;29;""
"U2_TYPE_SPLICEOSOMAL_COMPLEX (GO:0005684)";95;89;""
"U4_SNRNP (GO:0005687)";13;NA;"Rejected!"
"U5_SNRNP (GO:0005682)";25;21;""
"U6_SNRNP (GO:0005688)";11;NA;"Rejected!"
"U7_SNRNP (GO:0005683)";7;NA;"Rejected!"
"UBIQUINONE_BIOSYNTHESIS_COMPLEX (GO:0110142)";8;NA;"Rejected!"
"UBIQUITIN_CONJUGATING_ENZYME_COMPLEX (GO:0031371)";9;NA;"Rejected!"
"UBIQUITIN_LIGASE_COMPLEX (GO:0000151)";357;323;""
"UDP_N_ACETYLGLUCOSAMINE_TRANSFERASE_COMPLEX (GO:0043541)";5;NA;"Rejected!"
"UNCONVENTIONAL_MYOSIN_COMPLEX (GO:0016461)";9;NA;"Rejected!"
"UNIPLEX_COMPLEX (GO:1990246)";6;NA;"Rejected!"
"VACUOLAR_LUMEN (GO:0005775)";178;155;""
"VACUOLAR_MEMBRANE (GO:0005774)";507;466;""
"VACUOLAR_PROTON_TRANSPORTING_V_TYPE_ATPASE_V0_DOMAIN (GO:0000220)";10;NA;"Rejected!"
"VACUOLE (GO:0005773)";889;NA;"Rejected!"
"VARICOSITY (GO:0043196)";8;NA;"Rejected!"
"VCP_NPL4_UFD1_AAA_ATPASE_COMPLEX (GO:0034098)";9;NA;"Rejected!"
"VESICLE_COAT (GO:0030120)";64;60;""
"VESICLE_LUMEN (GO:0031983)";331;285;""
"VESICLE_MEMBRANE (GO:0012506)";1282;NA;"Rejected!"
"VESICLE_TETHERING_COMPLEX (GO:0099023)";67;64;""
"VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX (GO:0005891)";45;39;""
"VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX (GO:0001518)";14;NA;"Rejected!"
"WASH_COMPLEX (GO:0071203)";15;15;""
"WEIBEL_PALADE_BODY (GO:0033093)";7;NA;"Rejected!"
"WNT_SIGNALOSOME (GO:1990909)";13;NA;"Rejected!"
"XY_BODY (GO:0001741)";16;16;""
"X_CHROMOSOME (GO:0000805)";13;NA;"Rejected!"
"ZONA_PELLUCIDA_RECEPTOR_COMPLEX (GO:0002199)";8;NA;"Rejected!"
"ZONULA_ADHERENS (GO:0005915)";8;NA;"Rejected!"
"ZYMOGEN_GRANULE (GO:0042588)";20;18;""
"11_CIS_RETINAL_BINDING (GO:0005502)";7;NA;"Rejected!"
"14_3_3_PROTEIN_BINDING (GO:0071889)";32;32;""
"17_BETA_HYDROXYSTEROID_DEHYDROGENASE_NADPLUS_ACTIVITY (GO:0044594)";9;NA;"Rejected!"
"17_BETA_HYDROXYSTEROID_DEHYDROGENASE_NADPPLUS_ACTIVITY (GO:0072582)";9;NA;"Rejected!"
"1_4_ALPHA_OLIPHOSPHORYLASE_ACTIVITY (GO:0004645)";5;NA;"Rejected!"
"1_ACYLGLYCEROPHOSPHOCHOLINE_O_ACYLTRANSFERASE_ACTIVITY (GO:0047184)";8;NA;"Rejected!"
"1_ALKYL_2_ACETYLGLYCEROPHOSPHOCHOLINE_ESTERASE_ACTIVITY (GO:0003847)";8;NA;"Rejected!"
"1_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY (GO:0016303)";15;NA;"Rejected!"
"1_PHOSPHATIDYLINOSITOL_3_KINASE_REGULATOR_ACTIVITY (GO:0046935)";6;NA;"Rejected!"
"1_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_ACTIVITY (GO:0046934)";7;NA;"Rejected!"
"1_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_3_KINASE_ACTIVITY (GO:0035005)";7;NA;"Rejected!"
"1_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_5_KINASE_ACTIVITY (GO:0016308)";9;NA;"Rejected!"
"1_PHOSPHATIDYLINOSITOL_BINDING (GO:0005545)";15;15;""
"2_ACYLGLYCEROL_3_PHOSPHATE_O_ACYLTRANSFERASE_ACTIVITY (GO:0047144)";9;NA;"Rejected!"
"2_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY (GO:0003846)";7;NA;"Rejected!"
"2_IRON_2_SULFUR_CLUSTER_BINDING (GO:0051537)";28;26;""
"2_OXOGLUTARATE_DEPENDENT_DIOXYGENASE_ACTIVITY (GO:0016706)";60;55;""
"3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY (GO:0004115)";22;22;""
"3_5_DNA_EXONUCLEASE_ACTIVITY (GO:0008296)";16;NA;"Rejected!"
"3_5_DNA_HELICASE_ACTIVITY (GO:0043138)";15;15;""
"3_5_EXONUCLEASE_ACTIVITY (GO:0008408)";60;57;""
"3_5_RNA_HELICASE_ACTIVITY (GO:0034458)";7;NA;"Rejected!"
"3_BETA_HYDROXYSTEROID_3_DEHYDROGENASE_NADPPLUS_ACTIVITY (GO:0000253)";5;NA;"Rejected!"
"3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY (GO:0004028)";5;NA;"Rejected!"
"3_HYDROXYACYL_COA_DEHYDRATASE_ACTIVITY (GO:0018812)";9;NA;"Rejected!"
"3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY (GO:0003857)";6;NA;"Rejected!"
