"NAME";"PROBE";"GENE SYMBOL";"GENE TITLE";"RANK IN GENE LIST";"RANK METRIC SCORE";"CORE ENRICHMENT"
"row_129";"ENSG00000243063";"IGKV3-7";"immunoglobulin kappa variable 3-7 (non-functional)";20730;0;"No"
"row_130";"ENSG00000243238";"IGKV2-30";"immunoglobulin kappa variable 2-30";20764;0;"No"
"row_131";"ENSG00000243264";"IGKV2D-29";"immunoglobulin kappa variable 2D-29";20769;0;"No"
"row_132";"ENSG00000243290";"IGKV1-12";"immunoglobulin kappa variable 1-12";20775;0;"No"
"row_133";"ENSG00000243466";"IGKV1-5";"immunoglobulin kappa variable 1-5";20811;0;"No"
"row_134";"ENSG00000244116";"IGKV2-28";"immunoglobulin kappa variable 2-28";20966;0;"No"
"row_135";"ENSG00000244437";"IGKV3-15";"immunoglobulin kappa variable 3-15";21042;0;"No"
"row_136";"ENSG00000244575";"IGKV1-27";"immunoglobulin kappa variable 1-27";21065;0;"No"
"row_137";"ENSG00000250036";"IGKV1D-37";"immunoglobulin kappa variable 1D-37 (non-functional)";21485;0;"No"
"row_138";"ENSG00000251546";"IGKV1D-39";"immunoglobulin kappa variable 1D-39";21742;0;"No"
"row_139";"ENSG00000253497";"IGKV1-13";"immunoglobulin kappa variable 1-13";22580;0;"No"
"row_140";"ENSG00000253998";"IGKV2-29";"immunoglobulin kappa variable 2-29";22704;0;"No"
"row_141";"ENSG00000254167";"IGHV8-51-1";"immunoglobulin heavy variable IGHV8-51-1 (non-functional)";22745;0;"No"
"row_142";"ENSG00000254709";"IGLL5";"immunoglobulin lambda like polypeptide 5";22864;0;"No"
"row_143";"ENSG00000256590";"TRDV3";"T cell receptor delta variable 3";23177;0;"No"
"row_144";"ENSG00000270550";"IGHV3-30";"immunoglobulin heavy variable 3-30";25067;0;"No"
"row_145";"ENSG00000273962";"IGKV2-40";"immunoglobulin kappa variable 2-40";25411;0;"No"
"row_146";"ENSG00000274576";"IGHV2-70";"immunoglobulin heavy variable 2-70";25487;0;"No"
"row_147";"ENSG00000276566";"IGKV1D-13";"immunoglobulin kappa variable 1D-13";25766;0;"No"
"row_148";"ENSG00000276775";"IGHV4-4";"immunoglobulin heavy variable 4-4";25798;0;"No"
"row_149";"ENSG00000278196";"IGLV2-8";"immunoglobulin lambda variable 2-8";25979;0;"No"
"row_150";"ENSG00000278857";"IGKV1D-12";"immunoglobulin kappa variable 1D-12";26073;0;"No"
"row_151";"ENSG00000280411";"IGHV1-69D";"immunoglobulin heavy variable 1-69D";26135;0;"No"
"row_152";"ENSG00000281990";"IGHV1-69-2";"immunoglobulin heavy variable 1-69-2";26206;0;"No"
"row_153";"ENSG00000282122";"IGHV7-4-1";"immunoglobulin heavy variable 7-4-1";26207;0;"No"
"row_154";"ENSG00000282639";"IGHV3-64D";"immunoglobulin heavy variable 3-64D";26226;0;"No"
"row_155";"ENSG00000105369";"CD79A";"CD79a molecule";32577;-0,492656797170639;"No"
"row_156";"ENSG00000203896";"LIME1";"Lck interacting transmembrane adaptor 1";34059;-1,14083397388458;"No"
